img_paths,labels,pred_labels
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_8a_1.jpg,務决斷分明眾目悉󰁮,務决斷分明眾目悉󰁮
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_7b_3.jpg,簡定帝,簡定帝
Luc Van Tien/nlvnpf-0059-036_1.jpg,内經㐌産外科添牟,内經㐌産外科添年
Tale of Kieu 1871/page080_21.jpg,香花五供懺生礼常,香花五供懺生礼常
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_6a_11.jpg,其城最,其城敵
Tale of Kieu 1866/page015b_12.jpg,𡢻情渚者朱埃,𡢻情渚者朱埃
Tale of Kieu 1866/page050a_5.jpg,小書拱固悲𣇞典尼,小姐拱固碑𣇞旦尼
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_52b_6.jpg,年化,六年
Tale of Kieu 1872/page31a_11.jpg,󰘚模㐌体於󰠳引𠓨,󰘚摸㐌体扵󰠲引𠓨
Tale of Kieu 1871/page106_23.jpg,執功拱固𠳒娘買𢧚,執功拱固𠳒娘買𢧚
Tale of Kieu 1871/page049_17.jpg,󰘚謨㐌𧡊於󰠳引𠓨,󰘚謨㐌𧡊於󰠳貝𠓨
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_6b_15.jpg,時滛雨迎法雲佛赴京祈,時濟調𨒖法雲佛赴京州
Tale of Kieu 1871/page091_19.jpg,沛𠊛𦝄󰊄勾爲咍牢,沛𠊛𦝄󰊄勾鵉詫牢
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_17a_36.jpg,並在大,並在大
Tale of Kieu 1871/page115_5.jpg,姅𫷜於坦遼陽吏茹,姅𫷜於坦遼陽東茹
Tale of Kieu 1866/page031a_7.jpg,𦝄花双拱是非別調,𦝄花双拱是非別調
Tale of Kieu 1872/page38b_2.jpg,㐌迻旦畧㪯公,㐌迻旦畧卒分
Tale of Kieu 1871/page063_21.jpg,典茹𠓀料呐𠼾朱明,顛茹𠓀料呐𣈜朱明
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_72b_10.jpg,二貟監試,二員監試
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_7b_4.jpg,軍也,軍也
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_12a_8.jpg,云我太祖受周襌,云我太祖次周禮
Tale of Kieu 1866/page01a_8.jpg,浪𢆥󰞸靖朝明,浪𢆥茹精朝期
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_33a_4.jpg,慕其德焉,恭其德焉
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_64b_11.jpg,命陪從胡士揚,命陪陪從開士楊
Tale of Kieu 1872/page15a_18.jpg,事󰠲渚及堆囘,事󰠲渚及堆回
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_8b_5.jpg,漢献帝恊,漢献帝搊
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_21a_1.jpg,陳大建,陳六年
Tale of Kieu 1872/page31a_17.jpg,浪空時拱𪡔𠳒浪空,浪罕時拱𢜝𡗶浪空
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3a_1.jpg,漢髙帝,漢髙帝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_5b_6.jpg,明仁宗,明仁宗
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_7b_8.jpg,士王紀,士王紀
Tale of Kieu 1871/page107_11.jpg,𢪉命𠫾補戰場如空,想命𠫾補欺易如空
Tale of Kieu 1872/page59a_11.jpg,從容買計事𣈜寒微,從容買計事𣈜寒微
Tale of Kieu 1866/page055b_20.jpg,士官蹺𣾼倍傍,士官蹺𣾼倍傍
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_20a_9.jpg,餘一一受俾協力輔佐,餘二受封俾協力輔佐
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_20b_12.jpg,宋明道,宋湖道
Tale of Kieu 1872/page83a_6.jpg,固󰠲偏爲㝵芇,固󰠲銅汚㝵芇
Tale of Kieu 1871/page107_18.jpg,胡公𦖑呐傷情,胡公𦖑呐傷情
Tale of Kieu 1866/page026b_1.jpg,酉𫳵拱於𢬣𠊛別𫳵,酉牢拱於𢬣𠊛別牢
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_6b_19.jpg,漢景帝,漢景帝
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_7a_1.jpg,漢景帝,漢景帝
Tale of Kieu 1871/page073_5.jpg,吏群共煩爫高世尼,吏群共煩爫高世尼
Luc Van Tien/nlvnpf-0059-092_1.jpg,爲蹺擛賊烏戈落塘,為蹺擛賊烏戈戈落
Luc Van Tien/nlvnpf-0059-062_14.jpg,公浪汝浽雲仙,公浪汝浽雲仙
Tale of Kieu 1872/page70b_15.jpg,浽念心事悲除𠳨埃,溇念心事悲除󱋓安
Tale of Kieu 1871/page003_17.jpg,姅澄春脱技梗天香,姅澄春脱技梗天香
Tale of Kieu 1872/page75b_3.jpg,𠓨生𦋦死禍󰑼体饒,𠓨生𦋦死福󰑼体虎
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_13b_8.jpg,身衙門都吏,身併門都吏
Tale of Kieu 1872/page68a_13.jpg,從容𠳨歇𡮈蘇事娘,從容𠳨歇𡮈蘇事娘
Tale of Kieu 1866/page02a_14.jpg,浽名才色没時,浽名才色󰜋時
Tale of Kieu 1872/page46a_8.jpg,仍󰑼娘耨戈時,仍󰑼娘𨷑戈時
Tale of Kieu 1872/page04b_13.jpg,䏾朝㐌我埮𧗱群賒,䏾胡㐌我埮𧗱群賒
Tale of Kieu 1871/page034_9.jpg,刀尼時料貝身𡢐尼,竹尼時料貝身𡢐尼
Tale of Kieu 1866/page061a_11.jpg,固芸弹吏覩芸文詩,固芸弹吏覩芸文詩
Tale of Kieu 1866/page048b_1.jpg,麻𢚸㐌聀仍𣈜󰜋𠄩,麻𢚸㐌聀仍𣈜󰜋𠄩
Luc Van Tien/nlvnpf-0059-065_5.jpg,𧗱茄懺所尋戈京城,𧗱茄懺所尋戈京城
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_26a_2.jpg,衛将軍,符料軍
Tale of Kieu 1871/page050_3.jpg,眷鸚𫫵燕事尼在埃,眷鸚𢷀燕事尼在埃
Luc Van Tien/nlvnpf-0059-085_10.jpg,明浪𫢩本庒埋,明浪󰅒本庒埋
Tale of Kieu 1872/page31b_1.jpg,眷鶧𫫵燕事尼在埃,養蟡󰖁審害尼在埃
Tale of Kieu 1872/page58a_3.jpg,酉离絲衹群王絲𢚸,固󰡞絲襖群王絲𢚸
Tale of Kieu 1872/page03b_5.jpg,姅澄春説技梗天香,姅澄春説技梗天香
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_55a_3.jpg,年統,七年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_33b_5.jpg,與暠夾戦於南澗裨,興暠夾戰於南澗碑
Tale of Kieu 1872/page59b_16.jpg,帳𤞻𨷑𡨌中軍,帳𤞻𨷑計中軍
Tale of Kieu 1871/page022_17.jpg,群身乙吏填培固欺,群身乙吏填培固欺
Luc Van Tien/nlvnpf-0059-102_17.jpg,寒江𧗱細侈連埬軍,寒江𧗱細侈連埬軍
Tale of Kieu 1872/page12b_1.jpg,時󰠐鐄𥒥麻料貝身,時撩鐄𥒥麻群貝身
Tale of Kieu 1872/page29b_6.jpg,娘浪𬮙事恩㝵,娘浪闭事恩㝵
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_12a_6.jpg,靈至今受賜骨䚟,露至今受賜骨解
Tale of Kieu 1871/page096_7.jpg,𫳘情𣈜吏添春󰜋𣈜,𫳘情𣈜吏添春󰜋𣈜
Tale of Kieu 1866/page048b_7.jpg,𫳘情𣈜吏添春󰜋𣈜,𫳘情𣈜吏添春󰜋𣈜
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_73b_0.jpg,當者具本除授,當者具本除救
Luc Van Tien/nlvnpf-0059-016_3.jpg,𠰺浪昆唉暫安府鐄,𠰺浪昆唉暫安府鐄
Tale of Kieu 1866/page030b_19.jpg,底埃𦝄悴花愁爲埃,底埃𦝄悴花愁爲埃
Tale of Kieu 1871/page014_22.jpg,𥘀𢚸㤕柳爲花,𥘀𢚸󰞽柳爲花
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_29b_9.jpg,宋度宗禥󰦭淳元,宋慶宗養廟藻
Tale of Kieu 1871/page086_11.jpg,於低徐待師兄𠃣𣈜,於低徐待師兄𠃣𣈜
Tale of Kieu 1866/page051a_7.jpg,𢆥󰅒󰑼󰜋女時𢆥𢆥,解𫢩󰑼󰜋女時𠄼𢆥
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_21a_3.jpg,宋至道,宋至道
Tale of Kieu 1871/page097_6.jpg,軍中鎌𢀲槊𨱽,軍中鎌󰠕槊𨱽
Tale of Kieu 1872/page79a_3.jpg,時朱𦰟渃水潮沚吹,時朱𦰟渃水潮沚吹
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_47b_9.jpg,火也時,年以陳
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_37a_6.jpg,莫大焉,莫大焉
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_52b_5.jpg,明成六,明成化
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_56a_8.jpg,充廣南軍,充廣南軍
Tale of Kieu 1872/page41a_0.jpg,郎君芇沛如埃,郎君芇沛如埃
Tale of Kieu 1866/page066b_15.jpg,時群㛪妬路求姉低,時群㛪妬路求姉低
Tale of Kieu 1871/page055_5.jpg,爫朱覩舘漂亭如制,爫朱覩舘漂亭如制
Tale of Kieu 1871/page018_7.jpg,𠦳秋薄命󰜋𠁀才花,𠦳秋薄命󰜋𠁀才花
Tale of Kieu 1872/page20b_15.jpg,催催妾㐌負払自尼,催催𦬑㐌負払自尼
Tale of Kieu 1872/page74b_15.jpg,卽時迎帖𨑮払束生,卽時迎帖𠶆払束生
Tale of Kieu 1866/page015a_18.jpg,户終𦋦飭執爲,户終𦋦飭執爲
Tale of Kieu 1872/page36a_0.jpg,傷牢朱院時傷,傷牢朱院時傷
Luc Van Tien/nlvnpf-0059-086_11.jpg,讀排文祭畧盘銘生,讀排文祭畧盘銘生
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_4a_9.jpg,卒于官,卒于官
Tale of Kieu 1871/page061_20.jpg,㐌迻典𠓀󰘇公,㐌迻典𠓀󰘇公
Tale of Kieu 1871/page110_16.jpg,催時󰜋托朱耒,催時没托朱耒
Tale of Kieu 1866/page055b_16.jpg,催時󰜋托朱耒,催時󰜋托朱耒
Luc Van Tien/nlvnpf-0059-004_10.jpg,𠓨䜹朱訢事情,𠓨䜹朱訴事情
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_59a_2.jpg,縣上安,縣上安
Tale of Kieu 1871/page023_19.jpg,忍如娘買𤋵𠳒𠓀𡢐,忍如娘買𤋵𠳒𠓀𡢐
Tale of Kieu 1871/page103_6.jpg,別徐󰑼等𮎦雄,別徐󰑼節𮎦雄
Luc Van Tien/nlvnpf-0059-094_5.jpg,𦰟旗題𡦂𠸜󰑼漢明,𦰟旗題𡦂𠸜杲漢明
Tale of Kieu 1872/page18a_12.jpg,𠬠𠳒𢚁貝終公,𠬠𠳒𢚁貝終公
Tale of Kieu 1872/page67b_19.jpg,時它󰋖玉沉香㐌耒,時它𣷭玉流香㐌耒
Tale of Kieu 1871/page006_12.jpg,用浪姅於姅𧗱,用浪姅於姅𧗱
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_60b_4.jpg,賊黨于芙蒥上,戚黨于英諸上
Tale of Kieu 1872/page02a_11.jpg,家資𢪀拱常常堛中,案緣𢪀拱常常堛中
Tale of Kieu 1871/page117_7.jpg,払金𧗱妬昆時𠫾󰠲,払金𧗱妬昆時𠫾󰠲
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_57a_4.jpg,明孝宗弘,明孝宗弘
Luc Van Tien/nlvnpf-0059-088_16.jpg,固𠊚户漢𠸜明,固得户漢𠸜朋
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_9a_11.jpg,元守合浦因居交趾,元時合浦四月黎珙
Tale of Kieu 1866/page025b_17.jpg,紅顔沛眾於𠁀買油,紅顔沛眾於𠁀買油
Luc Van Tien/nlvnpf-0059-099_11.jpg,傳軍𬮎𨴦𨒻𠫾朱耒,得軍別󰘂勉𠫾朱耒
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_50b_6.jpg,拨擢二社属,夜雜二年以
Luc Van Tien/nlvnpf-0059-062_18.jpg,𦖑戈子直動𢚸,𦖑戈子直動𢚸
Tale of Kieu 1871/page067_4.jpg,𧡊𠳒統請如制,𧡊𠳒𦀊請如制
Tale of Kieu 1872/page44a_7.jpg,尋󰠲時拱別信𤑟𤉜,尋󰠲時拱別信𤑟𤉜
Tale of Kieu 1872/page58a_6.jpg,𡬷念故國他鄕,𡬷念故國他料
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_11b_0.jpg,逢辰等回還,蓬辰等回還
Tale of Kieu 1872/page47b_18.jpg,扒寬扒日旦𠳒,扒寬扒日旦𠳒
Tale of Kieu 1871/page115_17.jpg,浽念心事悲𣇞𠳨埃,浽念心事悲𣇞𠳨埃
Tale of Kieu 1866/page025a_15.jpg,固兜麻吏󰑼𠊛險溇,固󰠳麻吏哭𠊛險溇
Tale of Kieu 1872/page03a_2.jpg,清明𡧲節𣈜𠀧,隋明𡧲節𣈜𠀧
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_4b_14.jpg,占城獻白象後再擾邊,上城靡白象後再頽邉
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_55a_1.jpg,皇御侍衛廊,皇御南衙廊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_14b_21.jpg,使也,使也
Tale of Kieu 1872/page37b_3.jpg,󰔓尼王𥙩絲箕󰋇吝,𫷜尼王𥙩絲箕󰋇吝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_37a_1.jpg,有詩句云頗笠,有詩命云符陳
Tale of Kieu 1871/page033_1.jpg,底𡥵䕯浽𩄲沉爲埃,底𡥵䕯浽𩄲沉爲埃
Luc Van Tien/nlvnpf-0059-022_17.jpg,云仙𠓨謝午欧出行,云仙𠓨謝年欧山行
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_46b_10.jpg,林有盗,林有道
Luc Van Tien/nlvnpf-0059-058_7.jpg,埋󰦓侈﨤𠬠払漢明,埋󰦓侈﨤𠬠払漢明
Luc Van Tien/nlvnpf-0059-087_6.jpg,𠳨浪娘𧘇於󰦓,𠳨浪娘𧘇於󰦓
Tale of Kieu 1872/page81b_9.jpg,強𬁷爲󰞺強醝爲情,強麻爲󰞺強醝爲情
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_11a_7.jpg,陽德凣三,陽德凣二
Tale of Kieu 1872/page27a_15.jpg,娘𦖑󰟯拱是非𫼢𣑳,娘𦖑羕拱是非𫽄𢬗
Tale of Kieu 1871/page124_6.jpg,浪𣈜󰟭怒交兵,浪𣈜󰟭怒交兵
Tale of Kieu 1871/page096_23.jpg,㑏床户束󰜋茹朱安,伴床百束󰜋茹朱安
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_19b_4.jpg,何曾一見薜,何曾一見䧺
Tale of Kieu 1872/page64a_14.jpg,𡄎自𧻭𭛣兵刀,𡄎自𧻭役兵刀
Tale of Kieu 1866/page036a_5.jpg,尋兜時拱別信𤑟𤉜,尋兜時拱別信𤑟𤉜
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_22b_13.jpg,度是也,獲吳一年
Tale of Kieu 1871/page105_22.jpg,氣𤍌欺㐌𧗱臣,家歐㐌𧗱禍神
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_40a_1.jpg,餘群真定都寕,餘群莫定都寧
Tale of Kieu 1871/page127_23.jpg,㐌修修律戈時時催,㐌修命津戈時諭停
Luc Van Tien/nlvnpf-0059-089_4.jpg,調󰝡兵馬𠫾連,調󰝡兵馬慇連
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_16b_9.jpg,年熙,元年
Tale of Kieu 1871/page089_10.jpg,油埃𢚸固所求,油埃𢚸固所卒
Tale of Kieu 1872/page55a_4.jpg,油埃𢚸固所求,油埃𢚸固所求
Tale of Kieu 1871/page016_14.jpg,茹香清永󰜋命,茹香清永󰜋命
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_51a_4.jpg,明政德,明正德
Tale of Kieu 1872/page72a_5.jpg,𠦳鐄身𧘇時哄補牢,𠦳鐄身𧘇時唭補牢
Tale of Kieu 1871/page017_14.jpg,風霜特𨤔天然,風霜特𨤔天然
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_18a_10.jpg,可覊縻而已,可鸚麻而以
Tale of Kieu 1872/page33b_3.jpg,梗春㐌𢯏朱㝵專𢬣,梗春㐌𢯏朱㝵寧𢬣
Tale of Kieu 1872/page78a_12.jpg,翁浪彼此壹時,翁浪彼塊意時
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_11b_7.jpg,我有,哉有
Luc Van Tien/nlvnpf-0059-039_15.jpg,𧡊爻父母克󰠃子孫,𧡊又父母克󰠃子孫
Tale of Kieu 1871/page005_17.jpg,䏾朝㐌我𨤮槐群賒,䏾朝㐌我𨤮𦀊群賒
Tale of Kieu 1871/page120_1.jpg,春秋別㐌対台󰋇吝,春秋別㐌対台󰋇吝
Tale of Kieu 1872/page24b_8.jpg,𬂙爲拔淚分𢬣,𬂙爲拨媄分𢬣
Tale of Kieu 1866/page03a_17.jpg,䏾朝㐌我𨤮槐群賒,䏾朝㐌我𨤮槐群賒
Tale of Kieu 1872/page68a_16.jpg,師浪福禍道𡗶,師浪福禍道𡗶
Tale of Kieu 1872/page16a_5.jpg,㗂核鵑日䏾𡗶鴈䜹,㗂𠫾𤑟日䏾𡗶鴈䜹
Tale of Kieu 1872/page27a_18.jpg,刼尼女者渚衝,刼尼𠲖者渚衝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_35a_6.jpg,嫁惠正王,嫁惠正王
Tale of Kieu 1871/page088_19.jpg,成身耒仕料𧗱州台,成身耒仕料𧗱州台
Tale of Kieu 1872/page54b_9.jpg,成身耒仕料𧗱州台,成身耒仕料𧗱姅台
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_33b_9.jpg,年禎,七年
Tale of Kieu 1871/page003_12.jpg,王觀買引𧵆賒,王覩買引𧵆賒
Tale of Kieu 1871/page128_7.jpg,立庵耒仕逴柴於終,立庵耒仕逴柴於終
Tale of Kieu 1872/page21a_13.jpg,𢘾吒者特󰒂払朱吹,洳吒者特󰒂払朱吹
Tale of Kieu 1872/page47b_13.jpg,推𢚸陟𡵆𤴬𢚸冬天,推𢚸勢𡵆𤴬𢚸冬天
Luc Van Tien/nlvnpf-0059-042_9.jpg,𨑮翁盘古坐前證明,𨑮翁盘󰡏旨𥄮前
Tale of Kieu 1866/page050a_1.jpg,吏󰝡各跡犯圖侯查,吏󰝡各跡犯徒候查
Tale of Kieu 1872/page51a_4.jpg,𡮍爲琹㐌󰐻𦀊,咍爲琹㐌󰐻𦀊
Tale of Kieu 1871/page115_21.jpg,𠳨娘娘㐌半命贖吒,𠳨娘仃㐌半命塘吒
Tale of Kieu 1872/page41a_5.jpg,芇埃群敢呐能𠬠𠳒,芇埃群收呐能𠬠𠳒
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_21a_10.jpg,王德曄卒,王德鮮卒
Luc Van Tien/nlvnpf-0059-061_19.jpg,󰝡饒些仕立塘功名,󰝡饒些仕立塘功名
Luc Van Tien/nlvnpf-0059-100_16.jpg,嫌爲庒固𠊚些,嫌爲庒固𠊚些
Tale of Kieu 1871/page104_0.jpg,娘時寔胣信𠊛,娘時寔胣信𠊛
Tale of Kieu 1866/page052b_0.jpg,娘時寔胣信𠊛,娘時寔胣信𠊛
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_74a_10.jpg,觧歲金事攅造户籍,解歳金事黎祐造户籍
Tale of Kieu 1866/page068a_16.jpg,𥘀爲𡮍󰒂初𡢐,簾爲𡮍󰒂初𡢐
Tale of Kieu 1872/page26b_1.jpg,産刀𢬣襖即時󰇥𦋦,産刀𢬣襖郎時󰇥𦋦
Tale of Kieu 1866/page017a_12.jpg,𤴬𢚸几於𠊛𠫾,𤴬𢚸几於𠊛𠫾
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_4a_9.jpg,死面爲神,死而也神
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_21a_7.jpg,自洪洼至,自洪津至
Tale of Kieu 1871/page051_4.jpg,媒浪埃拱如埃,媒浪埃拱如埃
Tale of Kieu 1872/page57b_2.jpg,包除𨑮萬精兵,包除𨑮萬精兵
Tale of Kieu 1871/page127_14.jpg,時𣈙再世相逢,時𣈙再世神蓬
Tale of Kieu 1866/page066b_0.jpg,娘浪分妾㐌停,娘浪分妾㐌停
Tale of Kieu 1866/page015a_9.jpg,散茹󰑼󰜋舌命󰑼𠄩,散茹󰑼󰜋舌命󰑼𠄩
Tale of Kieu 1871/page028_15.jpg,催時󰘚屈𫽄他𢚸𤴬,催時󰘚屈𫽄他𢚸𤴬
Tale of Kieu 1871/page097_21.jpg,󰘚如盤覩命羕󰕵懷,󰘚如𠸜覩命󰟯𦑃低
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_47a_11.jpg,擒󰱐莫偽宏羙公,擒獲莫偽宏羙公
Tale of Kieu 1866/page016a_1.jpg,底𢚸時負𬌓𢚸貝埃,底𢚸時負𬌓𢚸貝埃
Tale of Kieu 1871/page117_3.jpg,夜臺群別仕填來生,夜臺群別仕填來生
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_34a_6.jpg,施行如例,施行如例
Luc Van Tien/nlvnpf-0059-089_10.jpg,漢明𫥨飭先鋒,漢明𫥨飭先終
Tale of Kieu 1872/page15a_19.jpg,綠󰠲渚及𠬠𠳒𢭂絲,緣󰠲渚及𠬠𠳒𢭂絲
Tale of Kieu 1871/page102_7.jpg,路󰑼深謝買󰑼知恩,𧣳󰑼深謝買󰑼知恩
Tale of Kieu 1866/page01b_4.jpg,聰明本産性𡗶,聰明本産性𡗶
Tale of Kieu 1871/page110_21.jpg,時它沈玉潛香朱耒,時它󰝂王󰠪香朱耒
Tale of Kieu 1866/page055b_21.jpg,時它沈玉潛香朱耒,時它洗玉𣻆香朱耒
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_3a_8.jpg,元成宗鐵木,元成宗劉太
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_19b_10.jpg,明熹宗啓,明莫宗天
Tale of Kieu 1871/page130_11.jpg,𫽄修時拱󰑼修,払油𢪀旦情賒
Luc Van Tien/nlvnpf-0059-078_18.jpg,𠬠卢爲渃烏戈,𠬠卢󰠃渃烏戈
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_7a_9.jpg,明洪武,明欲武
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_28b_1.jpg,明洪武,明洪武
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_2a_8.jpg,於是,於是
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_21a_10.jpg,大鴉今大,大調今大
Luc Van Tien/nlvnpf-0059-072_16.jpg,公浪庒𢪀役茄,公浪庒𢪀𭛣茄
Tale of Kieu 1871/page036_18.jpg,𢪀𠫾𢪀吏󰜋命,𢪀𠫾𢪀吏󰜋命
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_65b_7.jpg,󰱇強壮充軍汰老,𩯀強壮充軍汰老
Tale of Kieu 1871/page001_23.jpg,搊皮才色吏󰑼分欣,搊皮才色吏󰑼分淶
Tale of Kieu 1871/page108_23.jpg,官𨕭𥄮𫴋𠊛些𬖉𠓨,官𨕭𥄮𫴋𠊛些𬂙悶
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_16b_4.jpg,𭛁失其,状莫姓
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_9b_11.jpg,宋天聖,宋天聖
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_48b_7.jpg,子學名,子尊名
Tale of Kieu 1872/page37b_2.jpg,娘浪㐌决𠬠皮,娘浪㐌决𠬠皮
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_68a_19.jpg,類是也,類是也
Tale of Kieu 1866/page012a_1.jpg,家童𠓨𠳚書茹買𢀨,家童𠓨𠳚書茹買𢀨
Tale of Kieu 1866/page028b_9.jpg,𬌓𥢆𥢆仍𥘀爲渃𡽫,𬌓𥢆𬮙仍𥘀爲渃𡽫
Tale of Kieu 1872/page33b_5.jpg,花箕㐌执核尼朱渚,花箕㐌兎核尼朱渚
Luc Van Tien/nlvnpf-0059-034_9.jpg,自低朱細圭茄群𥹰,自低朱細圭茄群𥹰
Tale of Kieu 1866/page050a_3.jpg,正名首犯𠸜󰑼宦姐,正名首犯𠸜󰑼宦姐
Luc Van Tien/nlvnpf-0059-049_17.jpg,調傷户六㤕車冲𢚸,調傷户陰㤕車冲𢚸
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_30a_2.jpg,前日,前曰
Tale of Kieu 1871/page071_23.jpg,身尼易吏󰋇吝﨤仙,身尼易景󰋇吝﨤𧗱
Luc Van Tien/nlvnpf-0059-016_4.jpg,𣅶芇吒領役官,𣅶芇咍娘𡦂停
Tale of Kieu 1866/page027b_19.jpg,吏皮及曠椿堂吏圭,吏皮及𥊘椿堂吏圭
Luc Van Tien/nlvnpf-0059-094_15.jpg,擛它安賊欧𰙔囬朝,擛它安賊欧敢期調
Tale of Kieu 1871/page056_4.jpg,恪如花㐌離梗,伶如花㐌離梗
Tale of Kieu 1866/page028b_4.jpg,恪如花㐌離梗,恪如花㐌離梗
Luc Van Tien/nlvnpf-0059-019_13.jpg,𩙌西𣈙㐌迻春創夏,椿西󰉨色迻春朗夏
Tale of Kieu 1872/page08a_12.jpg,󰟀文唏這如銅,󰟀文𠸜這如銅
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_8a_11.jpg,大水,大水
Tale of Kieu 1871/page090_23.jpg,丐身料仍自茹料𠫾,丐身料仍自茹料𠫾
Tale of Kieu 1872/page72a_17.jpg,𢚸芇麻女𢴑𢚸朱當,語芇麻女𢴑𢚸朱双
Tale of Kieu 1872/page56a_13.jpg,户徐𠸜海本㝵越東,丿徐𠸜海本㝵越東
Tale of Kieu 1872/page42a_7.jpg,車香娘㐌順塘歸寧,車香娘㐌順塘歸寧
Tale of Kieu 1871/page042_3.jpg,𥪞茹𠊛質󰜋吝如𣑻,𥪞茹𠊛管󰜋吝如梓
Tale of Kieu 1872/page71b_13.jpg,払金󰡲妬昆時扵󰠲,払金水妬昆時救󰠲
